movie,year,add_info,location
"77 Sunset Strip" ,1958, {Hong Kong Caper (#1.24)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Hot Tamale Caper: Part I (#3.37)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Hot Tamale Caper: Part I (#3.37)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Hot Tamale Caper: Part I (#3.37)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Hot Tamale Caper: Part II (#3.38)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Hot Tamale Caper: Part II (#3.38)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Hot Tamale Caper: Part II (#3.38)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {In Memoriam (#1.21)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {In Memoriam (#1.21)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {In Memoriam (#1.21)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {In Memoriam (#1.21)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Iron Curtain Caper (#1.9)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Iron Curtain Caper (#1.9)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Iron Curtain Caper (#1.9)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Iron Curtain Caper (#1.9)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Jennifer (#4.25)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Jennifer (#4.25)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Jennifer (#4.25)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lady in the Sun (#5.32)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lady in the Sun (#5.32)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lady in the Sun (#5.32)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Leap My Lovely (#5.2)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Leap My Lovely (#5.2)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Leap My Lovely (#5.2)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Legend of Crystal Dart (#2.28)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Legend of Crystal Dart (#2.28)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Legend of Crystal Dart (#2.28)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Legend of Crystal Dart (#2.28)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovely Alibi (#1.20)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovely Alibi (#1.20)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovely Alibi (#1.20)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovely Alibi (#1.20)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovely Lady Pity Me (#1.2)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovely Lady Pity Me (#1.2)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovely Lady Pity Me (#1.2)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovely Lady Pity Me (#1.2)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovers' Lane (#6.15)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovers' Lane (#6.15)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Lovers' Lane (#6.15)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Bailey's Honeymoon (#4.17)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Bailey's Honeymoon (#4.17)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Bailey's Honeymoon (#4.17)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Goldilocks (#3.20)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Goldilocks (#3.20)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Goldilocks (#3.20)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Paradise (#1.33)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Paradise (#1.33)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Paradise (#1.33)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Mr. Paradise (#1.33)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Never to Have Loved (#5.36)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Never to Have Loved (#5.36)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Never to Have Loved (#5.36)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Nightmare (#4.40)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Nightmare (#4.40)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Nightmare (#4.40)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Nine to Five (#5.22)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Nine to Five (#5.22)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Nine to Five (#5.22)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Not Such a Simple Knot (#6.17)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Not Such a Simple Knot (#6.17)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Not Such a Simple Knot (#6.17)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Not an Enemy in the World (#1.14)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Not an Enemy in the World (#1.14)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Not an Enemy in the World (#1.14)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Old Card Sharps Never Die (#3.29)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Old Card Sharps Never Die (#3.29)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Old Card Sharps Never Die (#3.29)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Once Upon a Caper (#3.22)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Once Upon a Caper (#3.22)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Once Upon a Caper (#3.22)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {One False Step (#1.11)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {One False Step (#1.11)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {One False Step (#1.11)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {One False Step (#1.11)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Only Zeros Count (#2.1)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Only Zeros Count (#2.1)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Only Zeros Count (#2.1)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Only Zeros Count (#2.1)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Open and Close in One (#3.27)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Open and Close in One (#3.27)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Open and Close in One (#3.27)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Our Man in Switzerland (#5.33)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Our Man in Switzerland (#5.33)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Our Man in Switzerland (#5.33)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Out of the Past (#2.8)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Out of the Past (#2.8)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Out of the Past (#2.8)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Out of the Past (#2.8)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Paper Chase (#6.14)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Paper Chase (#6.14)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Paper Chase (#6.14)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Pattern for a Bomb (#4.38)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Pattern for a Bomb (#4.38)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Pattern for a Bomb (#4.38)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Penthouse on Skid Row (#4.18)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Penthouse on Skid Row (#4.18)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Penthouse on Skid Row (#4.18)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Perfect Setup (#2.33)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Perfect Setup (#2.33)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Perfect Setup (#2.33)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Perfect Setup (#2.33)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Publicity Brat (#2.26)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Publicity Brat (#2.26)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Publicity Brat (#2.26)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Publicity Brat (#2.26)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Queen of the Cats (#6.20)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Queen of the Cats (#6.20)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Queen of the Cats (#6.20)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Reserved for Mr. Bailey (#4.12)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Reserved for Mr. Bailey (#4.12)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Reserved for Mr. Bailey (#4.12)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Return to San Dede (Capital City) (#2.25)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Return to San Dede (Capital City) (#2.25)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Return to San Dede (Capital City) (#2.25)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Return to San Dede (Capital City) (#2.25)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Return to San Dede (The Desert Story) (#2.24)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Return to San Dede (The Desert Story) (#2.24)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Return to San Dede (The Desert Story) (#2.24)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Return to San Dede (The Desert Story) (#2.24)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Reunion at Balboa (#5.27)},Balboa Island Newport Beach California USA
"77 Sunset Strip" ,1958, {Reunion at Balboa (#5.27)},Newport Beach California USA
"77 Sunset Strip" ,1958, {Reunion at Balboa (#5.27)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Reunion at Balboa (#5.27)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Reunion at Balboa (#5.27)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Safari (#2.22)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Safari (#2.22)},Stage 17 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Safari (#2.22)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Safari (#2.22)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Scream Softly Dear (#5.15)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Scream Softly Dear (#5.15)},Stage 21 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Scream Softly Dear (#5.15)},Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
"77 Sunset Strip" ,1958, {Secret Island (#2.10)},Stage 14 Warner Brothers Burbank Studios - 4000 Warner Boulevard Burbank California USA
